	polarity	text	category	aspect term
664	 positive positive	I love the easy to see screen, and It works well for work, persoal or just play.	 display laptop	;screen;works;work
665	 positive positive	I tell everyone I see out looking to get this or another Toshiba.	 laptop laptop	null
666	 positive	My friends or children use that when they need to borrow the Net =) When I out grow this Meaning when its old and my oldest child is ready for one she will get this one ANd I will be buying only TOSHIBA!	 laptop	null
667	 positive neutral	I just love this lap top, I just wish it were all silver or they had all black.	 laptop laptop	null
668	 negative	That is my only complaint!	 laptop	null
669	 positive positive	LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!	 laptop price	;price
670	 positive positive	WOULD PAY MORE FOR IT IF I HAD TOO!	 laptop price	null
671	 positive	I recently purchased the mini and absolutely love it!	 laptop	null
672	 positive positive	It meets all my needs for work and pleasure while traveling.	 laptop weight	null
673	 positive	I am totally satisfied with my little toshie!	 laptop	null
674	 positive	From the moment I opened the box to the present it has been a great joy.	 laptop	null
675	 positive positive	It is always reliable, never bugged and responds well.	 laptop laptop	;responds
676	 positive positive	I love the operating system and the preloaded software.	 os software	;operating system;preloaded software
677	 positive	This machine delivers.	 laptop	null
678	 positive	It is also extremely pleasing to the eyes without looking too much like an Alienware gaming machine.	 laptop	;alienware gaming
679	 negative	It is a bit heavy.	 laptop	null
680	 negative	It would be a load on long trips where a lot of walking is required.	 weight	;load
681	 negative	Had some trouble finding a case that it would fit in.	 laptop	;case
682	 negative	This is an over-sized, 18-inch laptop.	 laptop	null
683	 negative	It wouldn't fit in most 17-inch bags.	 laptop	null
684	 negative	I was disappointed when I realized that the keyboard doesn't light up on this model.	 keyboard	;keyboard
685	 negative	It also does not have bluetooth.	 laptop	;bluetooth
686	 negative	You'll need to upgrade and pay a little more for them.	 laptop	null
687	 negative	I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard.	 laptop	;performance specs;features
688	 positive	Overall, still a very nice machine.	 laptop	null
689	 positive	Boots up fast and runs great!	 laptop	;boots up;runs
690	 positive	I'm pleased.	 laptop	null
691	 positive	The acer one compuer is a great computer.	 laptop	null
692	 positive neutral	I didn't want to buy a generic brand computer but it is really nice.	 laptop laptop	null
693	 positive positive	Its fast, has High definition quality in the videos.	 laptop display	;definition quality
694	 positive	The pictures are clear as can be.	 display	;pictures
695	 positive positive	If I had to buy another computer, I would most definetly buy an acer one computer.	 laptop laptop	null
696	 positive	Heck, if I had enough ' money, I would but it as a gift for someone.	 laptop	null
697	 positive	Im glad that it has such great features in it.	 laptop	;features
698	 positive	It also came with a built it web cam which is great because I can see an communicate with my family members back home.	 laptop	;web cam
699	 positive	Clear picture on it and everything.	 laptop	;picture
700	 positive	The one down side to it is that when I play a certin game on here, it tends to freeze up sometimes, but thats the only bad thing about this computer.	 laptop	;freeze up
701	 positive negative	The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it.	 display weight	;screen;screen
702	 positive	Its good for playing my apps on Facebook or watching movies.	 laptop	;apps
703	 positive	Im very happy with this computer!	 laptop	null
704	 positive	It's solid.	 laptop	null
705	 positive positive	Love the stability of the Mac software and operating system.	 software os	;stability;mac software;operating system
706	 negative negative negative	The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.	 software software software	;software;iwork;price
707	 negative	It seems to be incompatible with everything else.	 software	null
708	 positive positive positive	But the machine is awesome and iLife is great and I love Snow Leopard X.	 laptop software os	;ilife;snow leopard x
709	 positive positive positive	i love to use it it is esay and light.	 laptop laptop laptop	;light
710	 positive positive	this laptop is durable and it is easy to travel with.	 laptop weight	null
711	 positive	i needed one to be able to carry to work everyday and this one seems to fit all of the criteria.	 weight	null
712	 positive	this laptop is great for work and doing my pictures.	 laptop	;work;pictures
713	 positive	i am a huge computer person i love anykind of computer that works well, but when i got this one i was so happy with the way it works and how it runs its amazing.	 laptop	;runs
714	 positive positive positive	the programs are esay to use and are quick to process this computer works like a charm.	 software software laptop	;programs;use
715	 positive	i can use it for all of my needs.	 laptop	null
716	 positive	i give this laptop a five star review i love it and it has done chams for me.	 laptop	null
717	 positive	if this computer every breaks down on me i will most definatly get the same one again.	 laptop	null
718	 positive positive	i think that anyone looking for a good durrable laptop then this is the way to go.	 laptop laptop	null
719	 positive	From the second you open the box you will fall in love with this computer!	 laptop	null
720	 positive positive	The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly.	 os os	;os
721	 positive positive positive	The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!	 mouse mouse laptop	;track pad;track pad
722	 positive	The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!	 os	;os;os
723	 positive positive	Apple continues to shine and provide a much more enjoyable computer experience!	 laptop laptop	null
724	 positive	From the start, when you open the box you see a completely different class of machine.	 laptop	null
725	 positive	The ease in which you set everything up is such that a child could do it.	 laptop	null
726	 positive positive	The screen is bright and clear, the operating system is solid and friendly to a novice.	 display os	;screen;operating system
727	 positive	Fast, fast and fast, the web pages just fly by.	 laptop	;web pages
728	 positive positive positive	I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.	 laptop laptop laptop	;iworks itunes email ms office network
729	 positive	That includes transferring my music and movies.	 laptop	null
730	 positive	Good bye BLUE SCREEN and Critical errors!!!!	 laptop	;bye blue screen
731	 positive	Skype is just so dang cool with this machine too.	 software	;skype
732	 positive	If your time is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer.	 laptop	;rebooting reformatting;drivers
733	 positive positive	It is light and the battery last a very long time.	 laptop battery	;battery
734	 positive	Very fast boot up and shut down.	 laptop	;boot up
735	 positive	Let me tell you, this machine is great.	 laptop	null
736	 positive	Purchased for development purposes, but it has turned into my everyday laptop as well for surfing, e-mail, etc.	 laptop	;surfing
737	 positive	I thought learning the Mac OS would be hard, but it is easily picked up if you are familiar with a PC.	 os	;mac os
738	 positive	The most amazing part to me as a PC user is the startup and shutdown times - and the fact that you very rarely have to restart the thing.	 laptop	;startup
739	 positive	The only time I have restarted is during system updates.	 laptop	;system updates
740	 positive	great machine if you want to drop the cash for one.	 laptop	null
741	 positive	Ok, this is probably the best laptop series ever devised by Apple.	 laptop	null
742	 positive	The case is carved out of a single block of aluminum.	 laptop	;case
743	 positive positive positive	The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.	 hardware os graphics	;processor;osx;functions;graphics;hardware;software
744	 positive	I have recommended this laptop to everyone I know who is buying one.	 laptop	null
745	 positive	I like it so much, I bought another just for my wife.	 laptop	null
746	 negative	Took it back as it was defective.	 laptop	null
747	 negative	Page just disapeared after you got yahoo or downloaded something.	 laptop	null
748	 negative	Couldn't keep a page up you were working on!	 laptop	null
749	 positive	was a great deal i will give that.	 price	null
750	 neutral	the laptop preformed pretty well.	 laptop	null
751	 negative	it cant fuction well with lots of webpages open at once.	 laptop	null
752	 negative	it has times were it freezes for 10 seconds and then starts again.	 laptop	null
753	 negative	the mouse on the pad, the left button always sticks.	 mouse	;mouse;pad;left button
754	 negative	the mouse is way way way to sensitve.	 mouse	;mouse
755	 negative	i tried turning it done but it did nothing.	 mouse	null
756	 negative	the mouse jumps around all the time and it clicks stuff i dont want it too.	 mouse	;mouse
757	 negative	its not bad just VERY VERY annoying.	 mouse	null
758	 negative	think i would spend little extra to get a better made laptop.	 laptop	null
759	 positive	I am very happy with this laptop.	 laptop	null
760	 neutral positive	For the price and what I get out of it has exceeded my expectations.	 price laptop	;price
761	 positive	I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.	 laptop	;performance
762	 positive	Amazing Quality!	 laptop	;quality
763	 positive	Plus stylish.	 laptop	null
764	 positive	The big screen allows you to enjoy watching movies , pictures and etc!	 display	;screen
765	 negative negative	The flaws are, this computer is not for computer gamers because of the OS X.	 laptop os	;os x
766	 negative	Mac is not made for gaming.	 laptop	;gaming
767	 positive	BUT there's this application called Boot Camp which allows you to add another OS X like Windows.	 software	;application;boot camp;os x;windows
768	 negative	Second, it gets scratches easily and when it gets old some thing may operated	 laptop	null
769	 negative	Was not happy with one of the programs on it.	 software	;programs
770	 negative	It was not clear that the Microsoft Student Edition that was loaded on the computer, was a six month trial.	 software	;microsoft student edition
771	 negative	Also, the extended warranty was a problem.	 service	;extended warranty
772	 negative	The extended warranty for the $4000 and up computers was the only one available for purchase on the drop drown menu.	 service	;extended warranty;menu
773	 positive positive positive	Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.	 laptop display laptop	;use;screen
774	 positive positive	I finally decided on this laptop because it was the right price for what I need it.	 price laptop	;price
775	 negative	I did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before I purchased.	 laptop	;specifications
776	 negative	So I'm disappointed in that because communicating with my relatives out of the area is a priority.	 laptop	null
777	 neutral	I just hope the reputation that Toshiba has is true and I won't have to worry about a crash.	 laptop	null
778	 negative	I bought this eMachines Notebook PC in January of this year and I am highly dissatisfied with it.	 laptop	;emachines notebook
779	 negative	The Internet Explorer was very slow from the very beginning.	 software	;internet explorer
780	 negative	It freezes, and it always shows that there is an error, so I have to restart it a few times every time I use it.	 software	null
781	 negative	I tried to upgrade it to a newer version a couple of months ago and I still have the same problem.	 software	null
782	 negative	Well, I started using Google Chrome, which is a little better, but it freezes too sometimes.	 software	;google chrome
783	 negative	This Notebook restarts every time there is a new update, so if you don't save your files and information, everything will be lost.	 laptop	null
784	 negative	Another issue I have with it is the battery.	 battery	;battery
785	 negative	Maybe three or four months ago it started blinking all of the sudden.	 battery	null
786	 negative negative	"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge."	 battery battery	;battery;charge
787	 negative	It is not even a year old yet, so I would definitely not recommend it to anyone.	 laptop	null
788	 negative	Don't waste your money!	 laptop	null
789	 positive	The laptop is gorgeous.	 laptop	null
790	 positive positive	It is sleek, smooth, and lightweight.	 laptop laptop	null
791	 positive	It is easily portable and I take it everywhere I go and might require internet access.	 weight	;internet access
792	 positive	The screen is very large and crystal clear with amazing colors and resolution.	 display	;screen;colors;resolution
793	 positive	The processor is very quick and effective as I load webpages and applications.	 hardware	;processor;webpages;applications
794	 positive positive	It is quiet and a real joy to watch work.	 laptop laptop	null
795	 positive	I love it and will probably get another one when this goes to the Laptop in the sky!!	 laptop	null
796	 positive	Overall this laptop is great.	 laptop	null
797	 positive positive positive	It has plenty of memory, lots of hard drive, and great graphics.	 memory harddisk graphics	;memory;hard drive;graphics
798	 positive	It runs very quiet too which is a plus.	 laptop	;runs
799	 negative	The only bad thing about it is they give you the worst batteries possible.	 battery	;batteries
800	 negative	They only stay charged a little over an hour.	 battery	null
801	 negative	Laptops are usually used on the go, so why not give you a better battery?	 battery	;battery
802	 negative	The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.	 hardware	;processor;power;computing
803	 negative negative	The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.	 laptop laptop	;hdmi port;video port
804	 negative	It is a cheap throw together.	 laptop	null
805	 negative	Save your money and go for a better device.	 laptop	null
806	 positive positive	This laptop is a great price and has a sleek look.	 price laptop	;price;look
807	 positive	Runs smooth and quick.	 laptop	;runs
808	 negative positive	I wish it had a webcam though, then it would be perfect!	 laptop laptop	;webcam
809	 positive	I Love my new computer!	 laptop	null
810	 positive positive	Its fast and another thing I like is that it has three USB ports.	 laptop laptop	;usb ports
811	 positive	I love to write and play with graphics and html programming and my new Toshiba works great on both!	 laptop	;graphics;programming
812	 positive positive	Thank you for your great product!	 laptop laptop	null
813	 positive	Everything about this computer is easy to use.	 laptop	;use
814	 positive	wonderful features.	 laptop	;features
815	 negative	The only thing is that the battery won't last more than 1/2 an hour.	 battery	;battery
816	 negative	It discharges too quickly.	 battery	;discharges
817	 positive	Kind of annoying, but I still love the laptop.	 laptop	null
818	 positive positive	It has good speed and plenty of hard drive space.	 laptop harddisk	;speed;hard drive space
819	 negative	The only downfall is the volume control.	 laptop	;volume control
820	 negative	The wheel that turns the volume up and down doesn't work in real time.	 laptop	;wheel;volume
821	 negative	I have to keep turning it until it decides to lower and there is no mute.	 laptop	;mute
822	 positive	I bought my macbook a few months ago and it has been my baby ever since.	 laptop	null
823	 positive	I love it so much.	 laptop	null
824	 positive	It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.	 laptop	;gaming
825	 positive	The best thing is even while doing almost ten or twenty things at once, it never slows down.	 laptop	null
826	 positive	It's just as fast with one program open as it is with sixteen open.	 laptop	null
827	 positive positive	It works exactly like it did the day I took it out of the box.	 laptop laptop	null
828	 positive	GREAT INVESTMENT!	 laptop	null
829	 positive positive	The price and features more than met my needs.	 price laptop	;price;features
830	 positive	The feature are good enough for what I need.	 laptop	;feature
831	 positive	I love my macbook pro!	 laptop	null
832	 positive	My laptop is almost 2yrs old and I have never had any problems with it.	 laptop	null
833	 positive	If you are a PC user looking to convert I would HIGHLY recommend it!	 laptop	null
834	 neutral positive	It may take a little getting used to but you don't have to worry about viruses or other headaches.	 laptop laptop	null
835	 positive	Not to mention the fact that your mac comes fully loaded with all necessary basic programs.	 laptop	;programs
836	 positive	I am ADDICTED to photo booth!	 software	;photo booth
837	 positive	It is SO much fun to play with.	 software	null
838	 positive	I work with kids and they love making short videos on there.	 software	null
839	 positive	I am able to organize my pics, music and files easily.	 software	null
840	 positive positive	If you have any creativity in you do yourself a favor and get a mac!	 laptop laptop	null
841	 positive	I love the keyboard.	 keyboard	;keyboard
842	 positive	The display is awesome.	 display	;display
843	 neutral	Only thing I would want to add to this is an internal bluray read/write drive.	 laptop	;write drive
844	 positive	But other than that I am blown away by all the features this laptop offers.	 laptop	;features
845	 negative	I think this computer is super lame.	 laptop	null
846	 negative	I dont understand how anyone can think this is a great product worth purchasing.	 laptop	null
847	 negative	I decided to get this pile of crap on a whim and totally freaking regret it.	 laptop	null
848	 negative	It doesnt work worth a damn.	 laptop	null
849	 negative	The display is beyond horrible.	 display	;display
850	 negative	I can not even read what I am writing half of the time.	 display	null
851	 negative	There are so many things wrong with this product, it just makes me want to set my self on fire!	 laptop	null
852	 negative	I would totally recommend any other laptop over this pile of grabage.	 laptop	null
853	 negative	Not to mention it has shit gigs.	 harddisk	;gigs
854	 negative	I could not even put my entire music collection on this garabage.	 harddisk	null
855	 negative	Do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.	 harddisk	null
856	 negative negative	I bought this last week, and the very next day had to return it because it over heated and the touch-mouse stopped responding.	 laptop mouse	;touch mouse
857	 negative	got another 1, and same issue.	 laptop	null
858	 negative	I am taking back today.	 laptop	null
859	 negative	Don't waste your money or time.	 laptop	null
860	 negative positive	Very dissappointed becase I have had toshibas for years, and never a issue.	 laptop laptop	null
861	 negative negative	STOPPED BOOTING UP less than a week after my one-year warranty was up.	 laptop laptop	;booting up
862	 negative	Toshiba knows there is a manufacturing defect but will not acknowledge it.	 service	null
863	 negative	Apparently there is a manufacturing defect, something with the amount of thermal paste.	 laptop	;thermal paste
864	 negative	TOSHIBA WILL NOT ACKNOWLEDGE THIS PROBLEM.	 service	null
865	 negative	When I called Toshiba, they would not do anything and even tried to charge me $35 for the phone call, even though they didn't offer any technical support.	 service	;technical support
866	 negative negative	I loved the netbook (minus the fact that it was windows OS) until this started happening.	 os laptop	;fact;windows os
867	 negative negative	But if you can't make your product last more than a year, you will not get my business again.	 laptop laptop	null
868	 positive	I've had my MacBook Pro for three years now and still love it!	 laptop	null
869	 positive	In those three years, I've had a couple of minor problems and both were resolved by Apple quickly and easily.	 service	null
870	 negative positive	My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.	 hardware service	;power supply cord;wires;applecare warranty plan
871	 positive	In the three years I've had my MacBook Pro, I have never had a virus on my computer, and I do a lot of work on the internet.	 laptop	null
872	 positive positive	The iLife software that comes with the computer is so simple to use and produces a great finished product.	 software laptop	;ilife software;use;product
873	 positive	I highly recommend this product!	 laptop	null
874	 negative	Needs constant repair.	 laptop	null
875	 negative	First the screen goes completely out.	 display	;screen
876	 negative	Then HP sends it back to me with the hardware screwed up, not able to connect.	 service	;hardware
877	 negative	Now the screen is going darker, darker, darker.	 display	;screen
878	 negative negative	HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.	 service service	;extended warranties;cost
879	 negative	Oh yeah, don't forget the expensive shipping to and from HP.	 laptop	;shipping
880	 negative negative	I'v spent as much for shipping as I would to buy a new netbook -- of course a different brand.	 laptop laptop	;shipping
881	 positive	So far so good with this laptop.	 laptop	null
882	 positive	Fan vents to the side, so no cooling pad needed, great feature!	 laptop	;fan;cooling pad;feature
883	 positive positive	Screen is crystal clear and the system is very responsive.	 display laptop	;screen;system
884	 positive	Memory is upgradable.	 laptop	;memory
885	 negative	The only thing I would change about it is the mouse keys.	 mouse	;mouse keys
886	 negative	They click.	 mouse	;click
887	 negative positive positive	sounds like a typewriter, but if you can get past that, this is a great laptop for a little money!	 mouse laptop price	;sounds
888	 negative	I HATE this one.	 laptop	null
889	 negative	Vista is a nightmare.	 os	;vista
890	 negative	No tutorials on the display.	 laptop	;display
891	 negative	The book is useless.	 laptop	null
892	 negative negative	The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.	 laptop laptop	;bluray player
893	 negative	Thinking about returning it	 laptop	null
894	 positive	The Macbook is a fantastic laptop.	 laptop	null
895	 positive	You will love this macbook if you choose to buy it.	 laptop	null
896	 positive	The macbook rarely requires a hard reboot.	 laptop	null
897	 positive	It just works flawlessly!	 laptop	;works
898	 positive	Its hard to encounter a problem on a mac that would require such abrupt action.	 laptop	;action
899	 positive positive	I honestly love my mac, thats why I am a self proclaimed mac addict.	 laptop laptop	null
900	 positive	This was purchased for my daughter and I was pleasantly surprised.	 laptop	null
901	 positive	It had the full sized touch pad with 2 buttons instead of just one.	 mouse	;sized;touch pad
902	 positive	It made the computer much easier to use and navigate.	 laptop	;use;navigate
903	 positive	Keyboard was also very nice and had a solid feel.	 keyboard	;keyboard
904	 neutral	This system came loaded with Windows 7 Starter.	 os	;windows 7 starter
905	 positive	So far, so good.	 laptop	null
906	 negative	When I got this laptop in 2007 to help me with school, I had a hard time from beginning.	 laptop	null
907	 negative	I feel that it was poorly put together, because once in a while different plastic pieces would come off of it.	 laptop	null
908	 positive	Quite simply this is the best laptop I have ever owned.	 laptop	null
909	 positive	For me, five stars is not enough.	 laptop	null
910	 positive	"I love the 15"" MacBook Pro."	 laptop	null
911	 positive	My parents bought it for me as a graduation gift, and i'm totally (almost kind of maybe definitely) obsessed with it.	 laptop	null
912	 positive	It was very easy to just pick up and use--	 laptop	;use
913	 positive	It did not take long to get used to the Mac OS.	 os	;mac os
914	 positive positive positive	I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.	 laptop display weight	;size;screen;internet artwork
915	 neutral	There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.	 software	;pages;numbers;garageband;photo management;photo booth;iphoto;video editing;imovie
916	 positive	The built-in webcam is great for Skype and similar video-chat services.	 laptop	;built in webcam;skype;video chat services
917	 positive positive	iTunes is a handy music-management program, and it is essential for anyone with an iPod.	 software software	;itunes;music management program
918	 positive	All-in-all, I would definitely recommend this product for nearly everyone.	 laptop	null
919	 positive	I love it!	 laptop	null
920	 positive positive	They definitely have a superior product!	 laptop laptop	null
921	 negative negative	Its not just slow on the internet, its slow in general.	 laptop laptop	;internet
922	 negative	No I am generous calling it slow.	 laptop	null
923	 negative	its more like a snail crawl.	 laptop	null
924	 negative	he can't stand it.	 laptop	;stand
925	 negative	I can't begin to say how disappointed I am.	 laptop	null
926	 negative	I should have spent an extra hundred bucks and got a full sized computer.	 laptop	null
927	 neutral positive	the key bindings take a little getting used to, but have loved the Macbook Pro.	 keyboard laptop	;key bindings
928	 positive	Delivery was early too.	 laptop	;delivery
929	 positive	It allows me to do everything I need from a computer and more.	 laptop	null
930	 positive positive positive	With awesome graphics and assuring security, it's perfect!	 graphics laptop laptop	;graphics;security
931	 positive	I'd recommend this laptop to anyone!	 laptop	null
932	 negative	The Toshiba Satellite laptop is  DESIGNED  to fail !	 laptop	null
933	 negative negative	The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.	 hardware hardware	;board;connector;power supply;warrenty;power supply
934	 negative	Toshiba is aware of the issue but unless the extended warrenty is bought Toshiba will do nothing about it.	 service	;extended warrenty
935	 negative	I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired.	 service	;warrenty
936	 negative	Then after paying for it to be examined I was told it was same problem cited on website but I'd have to pay anyways since it was past warrenty.	 service	;warrenty
937	 positive positive positive	It has far exceeded my expectations for power, storage, and ability.	 laptop harddisk laptop	;power storage;ability
938	 positive	It is easy to navigate and update programs.	 laptop	;navigate;programs
939	 positive	I've never had problems with viruses.	 laptop	null
940	 positive	My next laptop will also be a Mac!	 laptop	null
941	 positive	I would like to tell you about the best laptop I just got from Mac.	 laptop	null
942	 positive positive	My mac laptop is fabulous in both areas.	 laptop memory	null
943	 positive	It gives me the power and speed that I need to run all the programs I use to edit.	 laptop	;power;speed
944	 positive positive	The Final Cut Pro on this laptop is so fast and easy, and I can use this to seemlessly transfer all my work to my home computer, which is also a mac.	 software software	null
945	 positive	I would buy one of these for every person in my office if I could.	 laptop	null
946	 positive	In my line of work, I often have to take work home, and this makes it so easy.	 laptop	null
947	 positive positive	I do transcription work on the side, and the flatline keyboard makes typing quick and easy as well.	 keyboard keyboard	;keyboard
948	 positive	The apple care has never failed me, and I expect it to be the same for this computer as well.	 service	;apple care
949	 positive	I will only buy apple laptops from now on.	 laptop	null
950	 positive positive	Great laptop for school, easy to use for beginners in the household.	 laptop laptop	;use
951	 positive negative	Keyboard is great but primary and secondary control buttons could be more durable.	 keyboard keyboard	;keyboard;control buttons
952	 neutral positive neutral neutral	Battery life could be better but overall for the price and Toshiba's reputation for laptops it's great!	 battery laptop price laptop	;battery life;price
953	 negative	My MacBook Pro has been a huge disappointment.	 laptop	null
954	 negative negative	From the build quality to the performance, everything about it has been sub-par from what I would have expected from Apple.	 laptop laptop	;build quality;performance
955	 negative negative negative	The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.	 battery laptop software	;system;battery life;case;core applications
956	 negative	I would not recommend this product to anyone.	 laptop	null
957	 positive positive	Screen is awesome, battery life is good.	 display battery	;screen;battery life
958	 positive	Really like the textured surface which shows no fingerprints.	 laptop	;textured surface
959	 positive neutral	Good laptop for the money.	 laptop price	null
960	 neutral	Speakers don't get that loud, but good enough.	 laptop	;speakers
961	 positive	They don't crash.	 laptop	null
962	 positive	If a website ever freezes (which is rare), its really easy to force quit.	 laptop	;force
963	 positive	Never been hacked.	 laptop	null
964	 positive	No viruses.	 laptop	null
965	 positive	I have had to call with a few questions or issues and they have helped me for free, even without the warranty.	 service	;warranty
966	 positive	A mac is very easy to use and it simply makes sense.	 laptop	;use
967	 positive	Its also FUN to use!	 laptop	;use
968	 positive positive	The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.	 software software	;programs;iphoto;editing capabilities;imovie
969	 positive	She said its very user friendly.	 software	null
970	 positive positive positive positive positive	However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.	 laptop laptop laptop keyboard mouse	;size;features;lighted keyboard;mouse pad
971	 neutral positive	I am very happy I bought this Mac, well worth the extra money.	 price laptop	null
972	 positive	Now that I have it I see that I really needed this for much more.	 laptop	null
973	 positive	I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.	 laptop	;dreamweaver;cut pro 7 photoshop;safari;firefox;msn messenger;applications
974	 positive	I have not had a problem with the applications quitting or freezing.	 software	;applications
975	 positive positive	I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.	 laptop laptop	;performance;door
976	 positive	That was my first Apple product and since then I have been incredibly happy with every product of theirs I have bought.	 laptop	null
977	 positive	My MacBook Pro is no exception.	 laptop	null
978	 positive	Since I've had this computer I've only used the trackpad because it is so nice and smooth.	 mouse	;trackpad
979	 positive	I also like that you can scroll down in a window using two fingers on the trackpad.	 mouse	;trackpad
980	 positive positive	The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.	 software laptop	;runs;ilife software;iphoto;imovie;iweb;itunes;garageband
981	 neutral positive	I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!	 price laptop	;quality
982	 positive	Shiny	 laptop	null
983	 positive	This Laptop is the Best of the best!	 laptop	null
984	 positive	The Awesomest of the awesomest.	 laptop	null
985	 positive	It is so great, I can Hardly ever take my hands off it!	 laptop	null
986	 positive	My friends are in awe every time they come over!	 laptop	null
987	 positive	I got it for Christmas, and I was so excited to set it up!	 laptop	null
988	 positive	It is super fast, and always loads.	 laptop	null
989	 positive	I am just amazed.	 laptop	null
990	 negative	The only bad part is the size/weight.	 laptop	;size;weight
991	 negative	It's like 9 punds, but if you can look past it, it's GREAT!	 laptop	null
992	 neutral	If you don't like fingerprints, this might not be the laptop for you.	 laptop	null
993	 neutral	It super shiny, so you can see the fingerprints easily.	 laptop	null
994	 positive	All for such a great price.	 price	;price
995	 positive	It's color is even cool.	 laptop	;color
996	 positive	Another Great thing is the Beast graphics.	 graphics	;graphics
997	 positive	They are so realistic I am just speechless.	 graphics	null
998	 positive	I let my friend borrow it, and she knows nothing about computers, and she used it with ease.	 laptop	null
999	 positive	The cool thing about this is anyone can use it.	 laptop	null
1000	 positive	I don't know how I could ever live without my Qousmio.	 laptop	null
1001	 negative	I own a Hewlett Packard laptop and I've had man problems with it since I bought in in Feb, 201	 laptop	null
1002	 negative	Ive had to call tech support many times.	 laptop	;tech support
1003	 negative	Each time taking about 1 day or so.	 service	null
1004	 negative	I had to wait 3 weeks to get it back and it still is not working properly.	 service	null
1005	 negative	I had to pay for the shipping!	 service	;shipping
1006	 negative	I will never buy anything from HP again!	 laptop	null
1007	 positive neutral	The Toshiba Satellite has been more than I expected for the price.	 laptop price	;price
1008	 positive neutral	THis computer may be small but it is one heck of a power horse.	 laptop laptop	;power
1009	 positive positive	You can do it all on this bad boy but the main thing this netbook was desinged for was surfing the web and boy o boy does it ever.	 laptop laptop	;web
1010	 neutral positive	for being so small it is amazing that it is as fast as it is.	 laptop laptop	null
1011	 neutral	when i first got it i thought the size of it was a joke.	 laptop	;size
1012	 positive	but after i got used to it i love it.	 laptop	null
1013	 positive positive positive	the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.	 laptop weight laptop	;size
1014	 positive positive	it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion.	 laptop laptop	;usb ports;sd memory card reader;sd memory;expansion
1015	 neutral positive	the only down fall is that it has no cd drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have.	 laptop weight	;cd drive
1016	 positive neutral	overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.	 laptop laptop	;cd drive
1017	 positive positive positive positive	i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.	 laptop laptop software laptop	;software;use
1018	 positive	With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.	 laptop	;antivirus software;firewall
1019	 positive	All apple associates are always wiling to help you out with anything, no matter when you purchased the computer and how many years passed.	 service	null
1020	 positive	this computer will last you at least 7 years, thats an amazing life spanned an electronic.	 laptop	;life
